cpd_mnth_id,cpd_dt,cluster_name_adjusted,mrch_catg_cd,mrch_catg_rlup_nm,merchant,cp_flag,domestic_flag,intraregion_flag,interregion_flag,city_name,country_code,spend
202305,5/31/2023,Frugal Family,5999,MISC SPECIALTY RETAIL,AMAZON.COM,0,1,0,0,amazon.co.uk,826,23.63
202305,5/31/2023,Frugal Family,5999,MISC SPECIALTY RETAIL,AMZNMKTPLACE,0,1,0,0,amazon.co.uk,826,23.63
202306,6/12/2023,Frugal Family,5999,MISC SPECIALTY RETAIL,AMAZON.COM,0,1,0,0,amazon.co.uk,826,22.65
202306,6/12/2023,Frugal Family,5999,MISC SPECIALTY RETAIL,AMAZON.COM,0,1,0,0,amazon.co.uk,826,6.41
202306,6/12/2023,Frugal Family,5999,MISC SPECIALTY RETAIL,AMZNMKTPLACE,0,1,0,0,amazon.co.uk,826,6.41
202306,6/12/2023,Frugal Family,5999,MISC SPECIALTY RETAIL,AMZNMKTPLACE,0,1,0,0,amazon.co.uk,826,22.65
202306,6/12/2023,Frugal Family,5999,MISC SPECIALTY RETAIL,AMZNMKTPLACE,0,1,0,0,amazon.co.uk,826,27.19
202306,6/12/2023,Frugal Family,5999,MISC SPECIALTY RETAIL,AMAZON.COM,0,1,0,0,amazon.co.uk,826,27.19
202306,6/20/2023,Frugal Family,5999,MISC SPECIALTY RETAIL,AMZNMKTPLACE,0,1,0,0,amazon.co.uk,826,20.53
202306,6/20/2023,Frugal Family,5999,MISC SPECIALTY RETAIL,AMAZON.COM,0,1,0,0,amazon.co.uk,826,20.53
202306,6/22/2023,Frugal Family,5735,RECORD STORES,AMAZON.COM,0,1,0,0,amazon.co.uk,826,6.39
202307,7/4/2023,Frugal Family,5942,BOOK STORES,AMAZON.COM,0,0,0,1,AMAZON.CO.UK,840,3
202307,7/16/2023,Frugal Family,5999,MISC SPECIALTY RETAIL,AMZNMKTPLACE,0,1,0,0,amazon.co.uk,826,24.44
202307,7/16/2023,Frugal Family,5999,MISC SPECIALTY RETAIL,AMAZON.COM,0,1,0,0,amazon.co.uk,826,24.44
202307,7/22/2023,Frugal Family,5735,RECORD STORES,AMAZON.COM,0,1,0,0,amazon.co.uk,826,6.44
202307,7/23/2023,Frugal Family,5969,OTHER DIRECT MARKETERS,AMAZON.COM,0,1,0,0,AMAZON.CO.UK,826,9.63
202305,5/21/2023,Sensible Spenders,5999,MISC SPECIALTY RETAIL,AMAZON.COM,0,1,0,0,amazon.co.uk,826,67.21
202305,5/21/2023,Sensible Spenders,5999,MISC SPECIALTY RETAIL,AMZNMKTPLACE,0,1,0,0,amazon.co.uk,826,67.21
202306,6/27/2023,Sensible Spenders,5999,MISC SPECIALTY RETAIL,AMZNMKTPLACE,0,1,0,0,amazon.co.uk,826,93.63
202306,6/27/2023,Sensible Spenders,5999,MISC SPECIALTY RETAIL,AMAZON.COM,0,1,0,0,amazon.co.uk,826,93.63
202306,6/28/2023,Sensible Spenders,5999,MISC SPECIALTY RETAIL,AMZNMKTPLACE,0,1,0,0,amazon.co.uk,826,30.62
202306,6/28/2023,Sensible Spenders,5999,MISC SPECIALTY RETAIL,AMAZON.COM,0,1,0,0,amazon.co.uk,826,30.62
202307,7/17/2023,Sensible Spenders,5999,MISC SPECIALTY RETAIL,AMAZON.COM,0,1,0,0,amazon.co.uk,826,92.01
202307,7/17/2023,Sensible Spenders,5999,MISC SPECIALTY RETAIL,AMZNMKTPLACE,0,1,0,0,amazon.co.uk,826,92.01
202305,5/3/2023,Urban Spenders,5999,MISC SPECIALTY RETAIL,AMZNMKTPLACE,0,1,0,0,amazon.co.uk,826,17.51
202305,5/3/2023,Urban Spenders,5999,MISC SPECIALTY RETAIL,AMZNMKTPLACE,0,1,0,0,amazon.co.uk,826,32.45
202305,5/3/2023,Urban Spenders,5999,MISC SPECIALTY RETAIL,AMAZON.COM,0,1,0,0,amazon.co.uk,826,17.51
202305,5/3/2023,Urban Spenders,5999,MISC SPECIALTY RETAIL,AMAZON.COM,0,1,0,0,amazon.co.uk,826,32.45
202305,5/4/2023,Urban Spenders,5999,MISC SPECIALTY RETAIL,AMAZON.COM,0,1,0,0,amazon.co.uk,826,26.3
202305,5/4/2023,Urban Spenders,5999,MISC SPECIALTY RETAIL,AMAZON.COM,0,1,0,0,amazon.co.uk,826,60.19
202305,5/4/2023,Urban Spenders,5999,MISC SPECIALTY RETAIL,AMZNMKTPLACE,0,1,0,0,amazon.co.uk,826,26.3
202305,5/4/2023,Urban Spenders,5999,MISC SPECIALTY RETAIL,AMAZON.CO.UK,0,1,0,0,amazon.co.uk,826,60.19
202305,5/12/2023,Urban Spenders,5999,MISC SPECIALTY RETAIL,AMZNMKTPLACE,0,1,0,0,amazon.co.uk,826,104.87
202305,5/12/2023,Urban Spenders,5999,MISC SPECIALTY RETAIL,AMAZON.COM,0,1,0,0,amazon.co.uk,826,104.87
202305,5/13/2023,Urban Spenders,5999,MISC SPECIALTY RETAIL,AMAZON.COM,0,1,0,0,amazon.co.uk,826,169.13
202305,5/13/2023,Urban Spenders,5999,MISC SPECIALTY RETAIL,AMZNMKTPLACE,0,1,0,0,amazon.co.uk,826,169.13
202305,5/20/2023,Urban Spenders,5969,OTHER DIRECT MARKETERS,AMAZON.COM,0,1,0,0,AMAZON.CO.UK,826,17.24
202305,5/25/2023,Urban Spenders,5999,MISC SPECIALTY RETAIL,AMAZON.COM,0,1,0,0,amazon.co.uk,826,205.01
202305,5/25/2023,Urban Spenders,5999,MISC SPECIALTY RETAIL,AMZNMKTPLACE,0,1,0,0,amazon.co.uk,826,205.01
202305,5/30/2023,Urban Spenders,5999,MISC SPECIALTY RETAIL,AMAZON.COM,0,1,0,0,amazon.co.uk,826,44.62
202305,5/30/2023,Urban Spenders,5999,MISC SPECIALTY RETAIL,AMZNMKTPLACE,0,1,0,0,amazon.co.uk,826,44.62
202306,6/24/2023,Urban Spenders,5999,MISC SPECIALTY RETAIL,AMZNMKTPLACE,0,1,0,0,amazon.co.uk,826,18.82
202306,6/24/2023,Urban Spenders,5999,MISC SPECIALTY RETAIL,AMAZON.COM,0,1,0,0,amazon.co.uk,826,18.82
202306,6/26/2023,Urban Spenders,5969,OTHER DIRECT MARKETERS,AMAZON.COM,0,1,0,0,AMAZON.CO.UK,826,7.65
202306,6/26/2023,Urban Spenders,5999,MISC SPECIALTY RETAIL,AMAZON.COM,0,1,0,0,amazon.co.uk,826,37.79
202306,6/26/2023,Urban Spenders,5999,MISC SPECIALTY RETAIL,AMAZON.CO.UK,0,1,0,0,amazon.co.uk,826,37.79
202306,6/27/2023,Urban Spenders,5969,OTHER DIRECT MARKETERS,AMAZON.COM,0,1,0,0,AMAZON.CO.UK,826,14.31
202306,6/28/2023,Urban Spenders,5999,MISC SPECIALTY RETAIL,AMZNMKTPLACE,0,1,0,0,amazon.co.uk,826,156.7
202306,6/28/2023,Urban Spenders,5999,MISC SPECIALTY RETAIL,AMAZON.COM,0,1,0,0,amazon.co.uk,826,156.7
202306,6/30/2023,Urban Spenders,5999,MISC SPECIALTY RETAIL,AMZNMKTPLACE,0,1,0,0,amazon.co.uk,826,69.67
202306,6/30/2023,Urban Spenders,5999,MISC SPECIALTY RETAIL,AMAZON.COM,0,1,0,0,amazon.co.uk,826,69.67
202307,7/1/2023,Urban Spenders,5969,OTHER DIRECT MARKETERS,AMAZON.COM,0,1,0,0,AMAZON.CO.UK,826,25.6
202307,7/5/2023,Urban Spenders,5999,MISC SPECIALTY RETAIL,AMAZON.COM,0,1,0,0,amazon.co.uk,826,113.39
202307,7/5/2023,Urban Spenders,5999,MISC SPECIALTY RETAIL,AMZNMKTPLACE,0,1,0,0,amazon.co.uk,826,113.39
202307,7/9/2023,Urban Spenders,5999,MISC SPECIALTY RETAIL,AMAZON.COM,0,1,0,0,amazon.co.uk,826,11.53
202307,7/9/2023,Urban Spenders,5999,MISC SPECIALTY RETAIL,AMZNMKTPLACE,0,1,0,0,amazon.co.uk,826,11.53
202307,7/10/2023,Urban Spenders,5999,MISC SPECIALTY RETAIL,AMAZON.COM,0,1,0,0,amazon.co.uk,826,146.13
202307,7/10/2023,Urban Spenders,5999,MISC SPECIALTY RETAIL,AMZNMKTPLACE,0,1,0,0,amazon.co.uk,826,146.13
202307,7/16/2023,Urban Spenders,5969,OTHER DIRECT MARKETERS,AMAZON.COM,0,1,0,0,AMAZON.CO.UK,826,299.98
202307,7/22/2023,Urban Spenders,5999,MISC SPECIALTY RETAIL,AMAZON.COM,0,1,0,0,amazon.co.uk,826,61.94
202307,7/22/2023,Urban Spenders,5999,MISC SPECIALTY RETAIL,AMAZON.COM,0,1,0,0,amazon.co.uk,826,64.52
202307,7/22/2023,Urban Spenders,5999,MISC SPECIALTY RETAIL,AMZNMKTPLACE,0,1,0,0,amazon.co.uk,826,24.51
202307,7/22/2023,Urban Spenders,5999,MISC SPECIALTY RETAIL,AMAZON.COM,0,1,0,0,amazon.co.uk,826,24.51
202307,7/22/2023,Urban Spenders,5999,MISC SPECIALTY RETAIL,AMZNMKTPLACE,0,1,0,0,amazon.co.uk,826,61.94
202307,7/22/2023,Urban Spenders,5999,MISC SPECIALTY RETAIL,AMZNMKTPLACE,0,1,0,0,amazon.co.uk,826,64.52
202307,7/23/2023,Urban Spenders,5999,MISC SPECIALTY RETAIL,AMAZON.COM,0,1,0,0,amazon.co.uk,826,18.07
202307,7/23/2023,Urban Spenders,5999,MISC SPECIALTY RETAIL,AMAZON.COM,0,1,0,0,amazon.co.uk,826,19.35
202307,7/23/2023,Urban Spenders,5999,MISC SPECIALTY RETAIL,AMZNMKTPLACE,0,1,0,0,amazon.co.uk,826,19.35
202307,7/23/2023,Urban Spenders,5999,MISC SPECIALTY RETAIL,AMAZON.CO.UK,0,1,0,0,amazon.co.uk,826,23.22
202307,7/23/2023,Urban Spenders,5999,MISC SPECIALTY RETAIL,AMAZON.COM,0,1,0,0,amazon.co.uk,826,15.46
202307,7/23/2023,Urban Spenders,5999,MISC SPECIALTY RETAIL,AMZNMKTPLACE,0,1,0,0,amazon.co.uk,826,15.46
202307,7/23/2023,Urban Spenders,5999,MISC SPECIALTY RETAIL,AMAZON.COM,0,1,0,0,amazon.co.uk,826,23.22
202307,7/23/2023,Urban Spenders,5999,MISC SPECIALTY RETAIL,AMZNMKTPLACE,0,1,0,0,amazon.co.uk,826,18.07
202307,7/24/2023,Urban Spenders,5999,MISC SPECIALTY RETAIL,AMZNMKTPLACE,0,1,0,0,amazon.co.uk,826,4.5
202307,7/24/2023,Urban Spenders,5999,MISC SPECIALTY RETAIL,AMAZON.COM,0,1,0,0,amazon.co.uk,826,4.5
202307,7/25/2023,Urban Spenders,5999,MISC SPECIALTY RETAIL,AMAZON.COM,0,1,0,0,amazon.co.uk,826,10.3
202307,7/25/2023,Urban Spenders,5999,MISC SPECIALTY RETAIL,AMZNMKTPLACE,0,1,0,0,amazon.co.uk,826,10.3
202307,7/25/2023,Urban Spenders,5999,MISC SPECIALTY RETAIL,AMZNMKTPLACE,0,1,0,0,amazon.co.uk,826,176.02
202307,7/25/2023,Urban Spenders,5999,MISC SPECIALTY RETAIL,AMAZON.COM,0,1,0,0,amazon.co.uk,826,176.02
202307,7/29/2023,Urban Spenders,5999,MISC SPECIALTY RETAIL,AMAZON.COM,0,1,0,0,amazon.co.uk,826,25.58
202307,7/29/2023,Urban Spenders,5999,MISC SPECIALTY RETAIL,AMZNMKTPLACE,0,1,0,0,amazon.co.uk,826,25.58
202305,5/27/2023,Sensible Spenders,5968,CONTINUITY/SUBSCRIPTION MERCHT,AMAZON PRIME,0,1,0,0,amzn.co.uk/pm,826,11.15
202306,6/27/2023,Sensible Spenders,5968,CONTINUITY/SUBSCRIPTION MERCHT,AMAZON PRIME,0,1,0,0,amzn.co.uk/pm,826,11.46
202306,6/13/2023,Affluent Segment,5968,CONTINUITY/SUBSCRIPTION MERCHT,AMAZON PRIME,0,1,0,0,amzn.co.uk/pm,826,11.33
202305,5/13/2023,Affluent Segment,5968,CONTINUITY/SUBSCRIPTION MERCHT,AMAZON PRIME,0,1,0,0,amzn.co.uk/pm,826,11.28
202307,7/27/2023,Sensible Spenders,5968,CONTINUITY/SUBSCRIPTION MERCHT,AMAZON PRIME,0,1,0,0,amzn.co.uk/pm,826,11.65
202307,7/29/2023,Urban Spenders,5968,CONTINUITY/SUBSCRIPTION MERCHT,AMAZON PRIME,0,1,0,0,amzn.co.uk/pm,826,122.45
202305,5/15/2023,Frugal Family,5968,CONTINUITY/SUBSCRIPTION MERCHT,AMAZON PRIME,0,1,0,0,amzn.co.uk/pm,826,11.28
202307,7/15/2023,Frugal Family,5968,CONTINUITY/SUBSCRIPTION MERCHT,AMAZON PRIME,0,1,0,0,amzn.co.uk/pm,826,11.82
202306,6/15/2023,Frugal Family,5968,CONTINUITY/SUBSCRIPTION MERCHT,AMAZON PRIME,0,1,0,0,amzn.co.uk/pm,826,11.42
202307,7/13/2023,Affluent Segment,5968,CONTINUITY/SUBSCRIPTION MERCHT,AMAZON PRIME,0,1,0,0,amzn.co.uk/pm,826,11.69
202305,5/13/2023,Affluent Segment,5968,CONTINUITY/SUBSCRIPTION MERCHT,AMAZON.COM,0,1,0,0,amzn.co.uk/pm,826,11.28
202306,6/13/2023,Affluent Segment,5968,CONTINUITY/SUBSCRIPTION MERCHT,AMAZON.COM,0,1,0,0,amzn.co.uk/pm,826,11.33
202307,7/13/2023,Affluent Segment,5968,CONTINUITY/SUBSCRIPTION MERCHT,AMAZON.COM,0,1,0,0,amzn.co.uk/pm,826,11.69
202305,5/15/2023,Frugal Family,5968,CONTINUITY/SUBSCRIPTION MERCHT,AMAZON.COM,0,1,0,0,amzn.co.uk/pm,826,11.28
202306,6/15/2023,Frugal Family,5968,CONTINUITY/SUBSCRIPTION MERCHT,AMAZON.COM,0,1,0,0,amzn.co.uk/pm,826,11.42
202307,7/15/2023,Frugal Family,5968,CONTINUITY/SUBSCRIPTION MERCHT,AMAZON.COM,0,1,0,0,amzn.co.uk/pm,826,11.82
202305,5/27/2023,Sensible Spenders,5968,CONTINUITY/SUBSCRIPTION MERCHT,AMAZON.COM,0,1,0,0,amzn.co.uk/pm,826,11.15
202306,6/27/2023,Sensible Spenders,5968,CONTINUITY/SUBSCRIPTION MERCHT,AMAZON.COM,0,1,0,0,amzn.co.uk/pm,826,11.46
202307,7/27/2023,Sensible Spenders,5968,CONTINUITY/SUBSCRIPTION MERCHT,AMAZON.COM,0,1,0,0,amzn.co.uk/pm,826,11.65
202307,7/29/2023,Urban Spenders,5968,CONTINUITY/SUBSCRIPTION MERCHT,AMAZON.COM,0,1,0,0,amzn.co.uk/pm,826,122.45
202306,6/18/2023,Urban Spenders,5968,CONTINUITY/SUBSCRIPTION MERCHT,AMAZON PRIME,0,0,0,1,Amzn.com/bill,840,14.99
202307,7/18/2023,Urban Spenders,5968,CONTINUITY/SUBSCRIPTION MERCHT,AMAZON PRIME,0,0,0,1,Amzn.com/bill,840,14.99
202305,5/18/2023,Urban Spenders,5968,CONTINUITY/SUBSCRIPTION MERCHT,AMAZON PRIME,0,0,0,1,Amzn.com/bill,840,14.99
202306,6/2/2023,Frugal Family,5942,BOOK STORES,AMZN MKTP US,0,0,0,1,Amzn.com/bill,840,54.53
202306,6/2/2023,Frugal Family,5942,BOOK STORES,AMAZON.COM,0,0,0,1,Amzn.com/bill,840,54.53
202305,5/18/2023,Urban Spenders,5968,CONTINUITY/SUBSCRIPTION MERCHT,AMAZON.COM,0,0,0,1,Amzn.com/bill,840,14.99
202306,6/18/2023,Urban Spenders,5968,CONTINUITY/SUBSCRIPTION MERCHT,AMAZON.COM,0,0,0,1,Amzn.com/bill,840,14.99
202307,7/18/2023,Urban Spenders,5968,CONTINUITY/SUBSCRIPTION MERCHT,AMAZON.COM,0,0,0,1,Amzn.com/bill,840,14.99
202305,5/20/2023,Affluent Segment,7991,TOURIST ATTRACTIONS AND XHBT,WAKEHURST,1,1,0,0,ARDINGLY,826,4.37
202306,6/7/2023,Affluent Segment,5812,RESTAURANTS,EMBER INNS,1,1,0,0,ASHSTEAD,826,16.77
202307,7/16/2023,Urban Spenders,5947,"GIFT, CARD, NOVELTY STORES",THE REDS MERCHANDISE,1,1,0,0,Atherstone,826,13.15
202307,7/16/2023,Urban Spenders,5947,"GIFT, CARD, NOVELTY STORES",THE REDS MERCHANDISE,1,1,0,0,Atherstone,826,13.15
202306,6/15/2023,Affluent Segment,5812,RESTAURANTS,SUNDAY FEGO   BANSTEAD,0,1,0,0,Banstead,826,40.44
202306,6/15/2023,Affluent Segment,5812,RESTAURANTS,SUNDAY FEGO   BANSTEAD,0,1,0,0,Banstead,826,40.44
202305,5/8/2023,Affluent Segment,5947,"GIFT, CARD, NOVELTY STORES",THE LEMON TREE LIMITED,1,1,0,0,BANSTEAD,826,37.95
202305,5/8/2023,Affluent Segment,5947,"GIFT, CARD, NOVELTY STORES",THE LEMON TREE,1,1,0,0,BANSTEAD,826,37.95
202305,5/23/2023,Affluent Segment,5814,FAST FOOD RESTAURANTS,COSTA COFFEE,1,1,0,0,BANSTEAD,826,10.67
202306,6/27/2023,Affluent Segment,5811,CATERERS,SQUARE INC,1,1,0,0,BANSTEAD,826,9.19
202307,7/4/2023,Affluent Segment,5411,GROCERY STORES/SUPERMARKETS,MARKS & SPENCER,1,1,0,0,BANSTEAD,826,10.75
202307,7/11/2023,Affluent Segment,5411,GROCERY STORES/SUPERMARKETS,MARKS & SPENCER,1,1,0,0,BANSTEAD,826,10.88
202307,7/18/2023,Affluent Segment,5411,GROCERY STORES/SUPERMARKETS,MARKS & SPENCER,1,1,0,0,BANSTEAD,826,16.34
202307,7/26/2023,Affluent Segment,5814,FAST FOOD RESTAURANTS,CAFFE NERO,1,1,0,0,BANSTEAD,826,10.52
202307,7/26/2023,Affluent Segment,5411,GROCERY STORES/SUPERMARKETS,WAITROSE,1,1,0,0,BANSTEAD,826,16.65
202307,7/26/2023,Affluent Segment,5814,FAST FOOD RESTAURANTS,CAFFE NERO BANSTEAD,1,1,0,0,BANSTEAD,826,10.52
202306,6/2/2023,Sensible Spenders,5812,RESTAURANTS,MCDONALDS,1,1,0,0,BARNSLEY,826,20.87
202306,6/14/2023,Sensible Spenders,5813,BARS/TAVERNS/LOUNGES/DISCOS,DEARNE VALLEY FARM,1,1,0,0,BARNSLEY,826,27.12
202306,6/26/2023,Sensible Spenders,5814,FAST FOOD RESTAURANTS,KENTUCKY FRIED CHICKEN,1,1,0,0,BARNSLEY,826,28.39
202306,6/28/2023,Sensible Spenders,5411,GROCERY STORES/SUPERMARKETS,COMPANY SHOP LTD,1,1,0,0,BARNSLEY,826,20.68
202306,6/28/2023,Sensible Spenders,5812,RESTAURANTS,MCDONALDS,1,1,0,0,BARNSLEY,826,34.75
202307,7/12/2023,Sensible Spenders,5813,BARS/TAVERNS/LOUNGES/DISCOS,DEARNE VALLEY FARM,1,1,0,0,BARNSLEY,826,64.75
202307,7/13/2023,Sensible Spenders,5411,GROCERY STORES/SUPERMARKETS,COMPANY SHOP LTD,1,1,0,0,BARNSLEY,826,83.77
202307,7/31/2023,Sensible Spenders,5411,GROCERY STORES/SUPERMARKETS,COMPANY SHOP LTD,1,1,0,0,BARNSLEY,826,6.51
202305,5/6/2023,Family,7523,"PARKING LOTS,METERS,GARAGES",NSL RB KINGSTON (E),0,1,0,0,BASINGSTOKE,826,1.01
202305,5/13/2023,Family,7523,"PARKING LOTS,METERS,GARAGES",NSL RB KINGSTON (E),0,1,0,0,BASINGSTOKE,826,1.13
202307,7/15/2023,Urban Spenders,5499,MISC FOOD STORES - DEFAULT,EPOCH.COM,1,1,0,0,BERKSHIRE,826,12.6
202306,6/15/2023,Urban Spenders,5732,ELECTRONICS STORES,SP SOUNDCORE UK,0,1,0,0,BIRMINGHAM,826,1.27
202306,6/15/2023,Urban Spenders,5732,ELECTRONICS STORES,SHOPIFY.COM,0,1,0,0,BIRMINGHAM,826,1.27
202306,6/19/2023,Urban Spenders,5811,CATERERS,SUMUP,1,1,0,0,BIRMINGHAM,826,18.25
202307,7/23/2023,Urban Spenders,5812,RESTAURANTS,WWW.CARLUCCIOS.COM,0,1,0,0,BIRMINGHAM,826,61.7
202307,7/23/2023,Urban Spenders,5812,RESTAURANTS,CARLUCCIO'S,0,1,0,0,BIRMINGHAM,826,61.7
202306,6/7/2023,Family,5411,GROCERY STORES/SUPERMARKETS,SAINSBURY'S,1,1,0,0,BLOOMSBURY,826,9.79
202305,5/3/2023,Family,5411,GROCERY STORES/SUPERMARKETS,SAINSBURY'S,1,1,0,0,BLOOMSBURY SO,826,4
202305,5/5/2023,Family,5411,GROCERY STORES/SUPERMARKETS,SAINSBURY'S,1,1,0,0,BLOOMSBURY SO,826,3.47
202307,7/14/2023,Family,5411,GROCERY STORES/SUPERMARKETS,SAINSBURY'S,1,1,0,0,BLOOMSBURY SO,826,4.6
202306,6/29/2023,Urban Spenders,5941,SPORTING GOODS STORES,JD SPORTS,1,1,0,0,BLUEWATER,826,87.26
202307,7/28/2023,Urban Spenders,5411,GROCERY STORES/SUPERMARKETS,EPOCH.COM,1,1,0,0,BLUEWATER,826,116.99
202306,6/20/2023,Sensible Spenders,5941,SPORTING GOODS STORES,BAIT & TACKLE SHOP,1,1,0,0,BOSTON,826,45.39
202306,6/22/2023,Sensible Spenders,5941,SPORTING GOODS STORES,BAIT & TACKLE SHOP,1,1,0,0,BOSTON,826,45.19
202307,7/30/2023,Sensible Spenders,4900,UTILITIES/ELEC/GAS/H2O/SANI,BRITISH GAS,0,1,0,0,BRITISH GAS O,826,38.67
202307,7/30/2023,Sensible Spenders,4900,UTILITIES/ELEC/GAS/H2O/SANI,BRITISH GAS,0,1,0,0,BRITISH GAS O,826,64.45
202307,7/15/2023,Sensible Spenders,4900,UTILITIES/ELEC/GAS/H2O/SANI,BRITISH GAS,0,1,0,0,BRITISHGAS.CO,826,65.74
202305,5/5/2023,Affluent Segment,5411,GROCERY STORES/SUPERMARKETS,ASDA,1,1,0,0,BURGH HEATH,826,21.73
202305,5/13/2023,Affluent Segment,5411,GROCERY STORES/SUPERMARKETS,ASDA,1,1,0,0,BURGH HEATH,826,80.65
202306,6/9/2023,Affluent Segment,5411,GROCERY STORES/SUPERMARKETS,ASDA,1,1,0,0,BURGH HEATH,826,12.88
202306,6/12/2023,Affluent Segment,5411,GROCERY STORES/SUPERMARKETS,ASDA,1,1,0,0,BURGH HEATH,826,170.42
202306,6/21/2023,Affluent Segment,5411,GROCERY STORES/SUPERMARKETS,ASDA,1,1,0,0,BURGH HEATH,826,8.97
202306,6/21/2023,Affluent Segment,5411,GROCERY STORES/SUPERMARKETS,ASDA,1,1,0,0,BURGH HEATH,826,73.73
202307,7/3/2023,Affluent Segment,5411,GROCERY STORES/SUPERMARKETS,ASDA,1,1,0,0,BURGH HEATH,826,81.92
202307,7/14/2023,Affluent Segment,5411,GROCERY STORES/SUPERMARKETS,ASDA,1,1,0,0,BURGH HEATH,826,18.53
202307,7/21/2023,Affluent Segment,5411,GROCERY STORES/SUPERMARKETS,EPOCH.COM,1,1,0,0,BURGH HEATH,826,72.36
202306,6/15/2023,Affluent Segment,5655,SPORTS/RIDING APPAREL STORES,JD SPORTS,0,1,0,0,Bury,826,30.98
202305,5/11/2023,Sensible Spenders,4131,BUS LINES,STAGECOACH,1,1,0,0,BUS TICKET,826,25.11
202305,5/20/2023,Sensible Spenders,4131,BUS LINES,STAGECOACH,1,1,0,0,BUS TICKET,826,24.72
202306,6/3/2023,Sensible Spenders,4131,BUS LINES,STAGECOACH,1,1,0,0,BUS TICKET,826,1.88
202306,6/3/2023,Sensible Spenders,4131,BUS LINES,STAGECOACH,1,1,0,0,BUS TICKET,826,1.88
202307,7/28/2023,Sensible Spenders,4131,BUS LINES,EPOCH.COM,1,1,0,0,BUS TICKET,826,2.6
202307,7/29/2023,Sensible Spenders,4131,BUS LINES,STAGECOACH,1,1,0,0,BUS TICKET,826,25.52
202306,6/10/2023,Sensible Spenders,5813,BARS/TAVERNS/LOUNGES/DISCOS,COBBLESTONES,1,1,0,0,CAMBRIDGESHIR,826,9.57
202307,7/28/2023,Frugal Family,7523,"PARKING LOTS,METERS,GARAGES",STROKE ASSOCIATION,1,1,0,0,CAR PARK,826,3.9
202306,6/25/2023,Urban Spenders,5814,FAST FOOD RESTAURANTS,EVENT MOBILE CATERING,1,1,0,0,CARDIFF,826,25.77
202306,6/25/2023,Urban Spenders,5814,FAST FOOD RESTAURANTS,EVENT MOBILE CATERING LTD,1,1,0,0,CARDIFF,826,25.77
202305,5/9/2023,Sensible Spenders,4121,TAXICABS/LIMOUSINES,CABCARD,1,1,0,0,Carpenter Cou,826,41.81
202305,5/20/2023,Affluent Segment,5411,GROCERY STORES/SUPERMARKETS,TESCO,1,1,0,0,CATERHAM,826,12.02
202306,6/15/2023,Affluent Segment,5411,GROCERY STORES/SUPERMARKETS,TESCO,1,1,0,0,CATERHAM,826,4.7
202306,6/22/2023,Affluent Segment,5411,GROCERY STORES/SUPERMARKETS,TESCO,1,1,0,0,CATERHAM,826,74.33
202307,7/3/2023,Affluent Segment,8398,CHARITABLE/SOC SERVICE ORGS,SUMUP,1,1,0,0,CATERHAM,826,7
202307,7/6/2023,Affluent Segment,5411,GROCERY STORES/SUPERMARKETS,TESCO,1,1,0,0,CATERHAM,826,45.21
202305,5/10/2023,Sensible Spenders,5541,SERVICE STATIONS,TESCO,1,1,0,0,CHAPELTOWN,826,14.16
202305,5/16/2023,Sensible Spenders,5411,GROCERY STORES/SUPERMARKETS,ASDA,1,1,0,0,CHAPELTOWN,826,91.8
202305,5/23/2023,Sensible Spenders,5411,GROCERY STORES/SUPERMARKETS,ASDA,1,1,0,0,CHAPELTOWN,826,141.49
202306,6/28/2023,Sensible Spenders,5541,SERVICE STATIONS,TESCO,1,1,0,0,CHAPELTOWN,826,6.13
202306,6/28/2023,Sensible Spenders,5411,GROCERY STORES/SUPERMARKETS,ASDA,1,1,0,0,CHAPELTOWN,826,139.59
202307,7/7/2023,Sensible Spenders,5541,SERVICE STATIONS,TESCO,1,1,0,0,CHAPELTOWN,826,20.58
202307,7/9/2023,Sensible Spenders,5411,GROCERY STORES/SUPERMARKETS,ASDA,1,1,0,0,CHAPELTOWN,826,99.18
202307,7/16/2023,Sensible Spenders,5411,GROCERY STORES/SUPERMARKETS,EPOCH.COM,1,1,0,0,CHAPELTOWN,826,1.71
202307,7/16/2023,Sensible Spenders,5411,GROCERY STORES/SUPERMARKETS,EPOCH.COM,1,1,0,0,CHAPELTOWN,826,76.11
202307,7/27/2023,Sensible Spenders,5541,SERVICE STATIONS,TESCO,1,1,0,0,CHAPELTOWN,826,15.69
202305,5/28/2023,Sensible Spenders,5812,RESTAURANTS,PIZZA HUT,0,1,0,0,CHAPELTOWN S3,826,31.26
202306,6/2/2023,Sensible Spenders,5812,RESTAURANTS,PIZZA HUT,0,1,0,0,CHAPELTOWN S3,826,30.05
202306,6/27/2023,Sensible Spenders,5812,RESTAURANTS,PIZZA HUT,0,1,0,0,CHAPELTOWN S3,826,37.55
202307,7/25/2023,Sensible Spenders,5812,RESTAURANTS,PIZZA HUT,0,1,0,0,CHAPELTOWN S3,826,32.49
202306,6/3/2023,Sensible Spenders,5411,GROCERY STORES/SUPERMARKETS,SAINSBURY'S,1,1,0,0,CHAPELTOWN WO,826,5.4
202307,7/13/2023,Sensible Spenders,5411,GROCERY STORES/SUPERMARKETS,SAINSBURY'S,1,1,0,0,CHAPELTOWN WO,826,20.09
202307,7/8/2023,Urban Spenders,5812,RESTAURANTS,LATINO'S,1,1,0,0,CHATHAM,826,2.44
202307,7/8/2023,Urban Spenders,5812,RESTAURANTS,SUBWAY,1,1,0,0,CHATHAM,826,12.7
