Name,Value.accountId,cluster_name_adjusted,Value.amount.currencyCode,mrch_catg_rlup_nm2,Value.dates.booked,amount,Category
transactions,6r88582adf954cf6b3db6cc97bedccd9,Urban Spenders,GBP,CONTINUITY/SUBSCRIPTION MERCHT,6/18/2023,14.99,entertainment
transactions,6r88582adf954cf6b3db6cc97bedccd9,Urban Spenders,GBP,CONTINUITY/SUBSCRIPTION MERCHT,7/18/2023,14.99,entertainment
transactions,6r88582adf954cf6b3db6cc97bedccd9,Urban Spenders,GBP,CONTINUITY/SUBSCRIPTION MERCHT,7/18/2023,14.99,entertainment
transactions,6r88582adf954cf6b3db6cc97bedccd9,Urban Spenders,GBP,CONTINUITY/SUBSCRIPTION MERCHT,7/29/2023,122.45,entertainment
transactions,6r88582adf954cf6b3db6cc97bedccd9,Urban Spenders,GBP,CONTINUITY/SUBSCRIPTION MERCHT,7/29/2023,122.45,entertainment
transactions,5a73582adf954cf6b3db6cc97yedood7,Sensible Spenders,GBP,COURIER SERVICES,6/6/2023,36.31,misc
transactions,5a73582adf954cf6b3db6cc97yedood7,Sensible Spenders,GBP,COURIER SERVICES,6/6/2023,36.31,misc
transactions,5a73582adf954cf6b3db6cc97bedccd9,Affluent Segment,GBP,DENTISTS/ORTHODONTISTS,6/14/2023,32.58,wellness
transactions,5a73582adf954cf6b3db6cc97tedggd9,Frugal Family,GBP,DEPARTMENT STORES,5/14/2023,9.41,shopping
transactions,5a73582adf954cf6b3db6cc97tedggd9,Frugal Family,GBP,DEPARTMENT STORES,5/14/2023,11.92,shopping
transactions,5a73582adf954cf6b3db6cc97tedggd9,Frugal Family,GBP,DEPARTMENT STORES,7/15/2023,38.79,shopping
transactions,5a73582adf954cf6b3db6cc97tedggd9,Frugal Family,GBP,DEPARTMENT STORES,7/25/2023,9.79,shopping
transactions,94177e7a3daa4ef18746b355980ebd5f,Family,GBP,DIGITAL GOODS BOOKSMOVIEMUSIC,5/29/2023,12.39,shopping
transactions,94177e7a3daa4ef18746b355980ebd5f,Family,GBP,DIGITAL GOODS BOOKSMOVIEMUSIC,6/29/2023,12.75,shopping
transactions,94177e7a3daa4ef18746b355980ebd5f,Family,GBP,DIGITAL GOODS BOOKSMOVIEMUSIC,7/25/2023,77.31,shopping
transactions,94177e7a3daa4ef18746b355980ebd5f,Family,GBP,DIGITAL GOODS BOOKSMOVIEMUSIC,7/29/2023,12.88,shopping
transactions,5a73582adf954cf6b3db6cc97tedggd9,Frugal Family,GBP,DIGITAL GOODS BOOKSMOVIEMUSIC,5/5/2023,13.85,shopping
transactions,5a73582adf954cf6b3db6cc97tedggd9,Frugal Family,GBP,DIGITAL GOODS BOOKSMOVIEMUSIC,5/27/2023,4.95,shopping
transactions,5a73582adf954cf6b3db6cc97tedggd9,Frugal Family,GBP,DIGITAL GOODS BOOKSMOVIEMUSIC,5/27/2023,4.95,shopping
transactions,5a73582adf954cf6b3db6cc97tedggd9,Frugal Family,GBP,DIGITAL GOODS BOOKSMOVIEMUSIC,6/5/2023,13.8,shopping
transactions,5a73582adf954cf6b3db6cc97tedggd9,Frugal Family,GBP,DIGITAL GOODS BOOKSMOVIEMUSIC,6/27/2023,5.09,shopping
transactions,5a73582adf954cf6b3db6cc97tedggd9,Frugal Family,GBP,DIGITAL GOODS BOOKSMOVIEMUSIC,6/27/2023,5.09,shopping
transactions,5a73582adf954cf6b3db6cc97tedggd9,Frugal Family,GBP,DIGITAL GOODS BOOKSMOVIEMUSIC,7/5/2023,14,shopping
transactions,5a73582adf954cf6b3db6cc97tedggd9,Frugal Family,GBP,DIGITAL GOODS BOOKSMOVIEMUSIC,7/27/2023,5.17,shopping
transactions,5a73582adf954cf6b3db6cc97tedggd9,Frugal Family,GBP,DIGITAL GOODS BOOKSMOVIEMUSIC,7/27/2023,5.17,shopping
transactions,6r88582adf954cf6b3db6cc97bedccd9,Urban Spenders,GBP,DIGITAL GOODS BOOKSMOVIEMUSIC,5/5/2023,5.32,shopping
transactions,6r88582adf954cf6b3db6cc97bedccd9,Urban Spenders,GBP,DIGITAL GOODS BOOKSMOVIEMUSIC,5/9/2023,2.31,shopping
transactions,6r88582adf954cf6b3db6cc97bedccd9,Urban Spenders,GBP,DIGITAL GOODS BOOKSMOVIEMUSIC,6/9/2023,2.32,shopping
transactions,6r88582adf954cf6b3db6cc97bedccd9,Urban Spenders,GBP,DIGITAL GOODS BOOKSMOVIEMUSIC,7/9/2023,2.33,shopping
transactions,5a73582adf954cf6b3db6cc97tedggd9,Frugal Family,GBP,DIGITAL GOODS GAMES,5/27/2023,12.39,shopping
transactions,5a73582adf954cf6b3db6cc97tedggd9,Frugal Family,GBP,DIGITAL GOODS GAMES,7/5/2023,7.63,shopping
transactions,5a73582adf954cf6b3db6cc97tedggd9,Frugal Family,GBP,DISCOUNT STORES,6/11/2023,4.51,shopping
transactions,5a73582adf954cf6b3db6cc97bedccd9,Affluent Segment,GBP,DRUG STORES & PHARMACIES,5/3/2023,0.15,shopping
transactions,5a73582adf954cf6b3db6cc97bedccd9,Affluent Segment,GBP,DRUG STORES & PHARMACIES,5/3/2023,12.72,shopping
transactions,5a73582adf954cf6b3db6cc97bedccd9,Affluent Segment,GBP,DRUG STORES & PHARMACIES,5/27/2023,27.11,shopping
transactions,5a73582adf954cf6b3db6cc97bedccd9,Affluent Segment,GBP,DRUG STORES & PHARMACIES,7/8/2023,4.5,shopping
transactions,5a73582adf954cf6b3db6cc97bedccd9,Affluent Segment,GBP,DRUG STORES & PHARMACIES,7/13/2023,24.69,shopping
transactions,5a73582adf954cf6b3db6cc97bedccd9,Affluent Segment,GBP,DRUG STORES & PHARMACIES,7/23/2023,7.73,shopping
transactions,5a73582adf954cf6b3db6cc97bedccd9,Affluent Segment,GBP,DRUG STORES & PHARMACIES,7/27/2023,23.29,shopping
transactions,94177e7a3daa4ef18746b355980ebd5f,Family,GBP,DRUG STORES & PHARMACIES,5/23/2023,6.24,shopping
transactions,94177e7a3daa4ef18746b355980ebd5f,Family,GBP,DRUG STORES & PHARMACIES,5/25/2023,26.22,shopping
transactions,94177e7a3daa4ef18746b355980ebd5f,Family,GBP,DRUG STORES & PHARMACIES,6/12/2023,7.53,shopping
transactions,94177e7a3daa4ef18746b355980ebd5f,Family,GBP,DRUG STORES & PHARMACIES,7/7/2023,28.1,shopping
transactions,94177e7a3daa4ef18746b355980ebd5f,Family,GBP,DRUG STORES & PHARMACIES,7/13/2023,6.83,shopping
transactions,94177e7a3daa4ef18746b355980ebd5f,Family,GBP,DRUG STORES & PHARMACIES,7/22/2023,47.03,shopping
transactions,5a73582adf954cf6b3db6cc97tedggd9,Frugal Family,GBP,DRUG STORES & PHARMACIES,5/14/2023,47.19,shopping
transactions,5a73582adf954cf6b3db6cc97tedggd9,Frugal Family,GBP,DRUG STORES & PHARMACIES,5/21/2023,6.12,shopping
transactions,5a73582adf954cf6b3db6cc97tedggd9,Frugal Family,GBP,DRUG STORES & PHARMACIES,6/14/2023,2.01,shopping
transactions,5a73582adf954cf6b3db6cc97tedggd9,Frugal Family,GBP,DRUG STORES & PHARMACIES,7/28/2023,16.12,shopping
transactions,5a73582adf954cf6b3db6cc97yedood7,Sensible Spenders,GBP,DRUG STORES & PHARMACIES,5/2/2023,6.28,shopping
transactions,5a73582adf954cf6b3db6cc97yedood7,Sensible Spenders,GBP,DRUG STORES & PHARMACIES,5/13/2023,6.61,shopping
transactions,6r88582adf954cf6b3db6cc97bedccd9,Urban Spenders,GBP,ELECTRONICS STORES,6/15/2023,1.27,shopping
transactions,6r88582adf954cf6b3db6cc97bedccd9,Urban Spenders,GBP,ELECTRONICS STORES,6/15/2023,1.27,shopping
transactions,6r88582adf954cf6b3db6cc97bedccd9,Urban Spenders,GBP,ELECTRONICS STORES,6/29/2023,62.51,shopping
transactions,6r88582adf954cf6b3db6cc97bedccd9,Urban Spenders,GBP,ELECTRONICS STORES,6/29/2023,62.51,shopping
transactions,5a73582adf954cf6b3db6cc97bedccd9,Affluent Segment,GBP,FAMILY CLOTHING STORES,6/4/2023,84.98,shopping
transactions,5a73582adf954cf6b3db6cc97bedccd9,Affluent Segment,GBP,FAMILY CLOTHING STORES,6/26/2023,48.42,shopping
transactions,5a73582adf954cf6b3db6cc97bedccd9,Affluent Segment,GBP,FAMILY CLOTHING STORES,7/13/2023,5.2,shopping
transactions,5a73582adf954cf6b3db6cc97bedccd9,Affluent Segment,GBP,FAMILY CLOTHING STORES,7/14/2023,79.64,shopping
transactions,5a73582adf954cf6b3db6cc97bedccd9,Affluent Segment,GBP,FAMILY CLOTHING STORES,7/24/2023,50.98,shopping
transactions,5a73582adf954cf6b3db6cc97bedccd9,Affluent Segment,GBP,FAST FOOD RESTAURANTS,5/9/2023,16.66,shopping
transactions,5a73582adf954cf6b3db6cc97bedccd9,Affluent Segment,GBP,FAST FOOD RESTAURANTS,5/9/2023,14.53,shopping
transactions,5a73582adf954cf6b3db6cc97bedccd9,Affluent Segment,GBP,FAST FOOD RESTAURANTS,5/20/2023,14.67,shopping
transactions,5a73582adf954cf6b3db6cc97bedccd9,Affluent Segment,GBP,FAST FOOD RESTAURANTS,5/23/2023,10.67,shopping
transactions,5a73582adf954cf6b3db6cc97bedccd9,Affluent Segment,GBP,FAST FOOD RESTAURANTS,5/30/2023,123.36,shopping
transactions,5a73582adf954cf6b3db6cc97bedccd9,Affluent Segment,GBP,FAST FOOD RESTAURANTS,6/1/2023,28.63,shopping
transactions,5a73582adf954cf6b3db6cc97bedccd9,Affluent Segment,GBP,FAST FOOD RESTAURANTS,7/2/2023,15.28,shopping
transactions,5a73582adf954cf6b3db6cc97bedccd9,Affluent Segment,GBP,FAST FOOD RESTAURANTS,7/2/2023,15.28,shopping
transactions,5a73582adf954cf6b3db6cc97bedccd9,Affluent Segment,GBP,FAST FOOD RESTAURANTS,7/13/2023,12.34,shopping
transactions,5a73582adf954cf6b3db6cc97bedccd9,Affluent Segment,GBP,FAST FOOD RESTAURANTS,7/23/2023,20.13,shopping
transactions,5a73582adf954cf6b3db6cc97bedccd9,Affluent Segment,GBP,FAST FOOD RESTAURANTS,7/23/2023,30.88,shopping
transactions,5a73582adf954cf6b3db6cc97bedccd9,Affluent Segment,GBP,FAST FOOD RESTAURANTS,7/26/2023,10.52,shopping
transactions,5a73582adf954cf6b3db6cc97bedccd9,Affluent Segment,GBP,FAST FOOD RESTAURANTS,7/26/2023,10.52,shopping
transactions,94177e7a3daa4ef18746b355980ebd5f,Family,GBP,FAST FOOD RESTAURANTS,5/10/2023,10.87,shopping
transactions,94177e7a3daa4ef18746b355980ebd5f,Family,GBP,FAST FOOD RESTAURANTS,5/10/2023,10.87,shopping
transactions,94177e7a3daa4ef18746b355980ebd5f,Family,GBP,FAST FOOD RESTAURANTS,5/12/2023,13.39,shopping
transactions,94177e7a3daa4ef18746b355980ebd5f,Family,GBP,FAST FOOD RESTAURANTS,5/12/2023,13.39,shopping
transactions,94177e7a3daa4ef18746b355980ebd5f,Family,GBP,FAST FOOD RESTAURANTS,5/25/2023,11.96,shopping
transactions,94177e7a3daa4ef18746b355980ebd5f,Family,GBP,FAST FOOD RESTAURANTS,5/25/2023,11.96,shopping
transactions,94177e7a3daa4ef18746b355980ebd5f,Family,GBP,FAST FOOD RESTAURANTS,6/23/2023,6.74,shopping
transactions,94177e7a3daa4ef18746b355980ebd5f,Family,GBP,FAST FOOD RESTAURANTS,6/23/2023,6.74,shopping
transactions,94177e7a3daa4ef18746b355980ebd5f,Family,GBP,FAST FOOD RESTAURANTS,6/23/2023,8.35,shopping
transactions,94177e7a3daa4ef18746b355980ebd5f,Family,GBP,FAST FOOD RESTAURANTS,6/23/2023,8.35,shopping
transactions,94177e7a3daa4ef18746b355980ebd5f,Family,GBP,FAST FOOD RESTAURANTS,6/30/2023,13.42,shopping
transactions,94177e7a3daa4ef18746b355980ebd5f,Family,GBP,FAST FOOD RESTAURANTS,6/30/2023,8.35,shopping
transactions,94177e7a3daa4ef18746b355980ebd5f,Family,GBP,FAST FOOD RESTAURANTS,6/30/2023,13.42,shopping
transactions,94177e7a3daa4ef18746b355980ebd5f,Family,GBP,FAST FOOD RESTAURANTS,7/7/2023,9.59,shopping
transactions,94177e7a3daa4ef18746b355980ebd5f,Family,GBP,FAST FOOD RESTAURANTS,7/7/2023,9.59,shopping
transactions,94177e7a3daa4ef18746b355980ebd5f,Family,GBP,FAST FOOD RESTAURANTS,7/15/2023,5.26,shopping
transactions,5a73582adf954cf6b3db6cc97tedggd9,Frugal Family,GBP,FAST FOOD RESTAURANTS,5/7/2023,27.59,shopping
transactions,5a73582adf954cf6b3db6cc97tedggd9,Frugal Family,GBP,FAST FOOD RESTAURANTS,5/9/2023,23.25,shopping
transactions,5a73582adf954cf6b3db6cc97tedggd9,Frugal Family,GBP,FAST FOOD RESTAURANTS,5/14/2023,22.4,shopping
transactions,5a73582adf954cf6b3db6cc97tedggd9,Frugal Family,GBP,FAST FOOD RESTAURANTS,5/19/2023,19.44,shopping
transactions,5a73582adf954cf6b3db6cc97tedggd9,Frugal Family,GBP,FAST FOOD RESTAURANTS,5/28/2023,25.59,shopping
transactions,5a73582adf954cf6b3db6cc97tedggd9,Frugal Family,GBP,FAST FOOD RESTAURANTS,6/9/2023,17.94,shopping
transactions,5a73582adf954cf6b3db6cc97tedggd9,Frugal Family,GBP,FAST FOOD RESTAURANTS,6/17/2023,23.97,shopping
transactions,5a73582adf954cf6b3db6cc97tedggd9,Frugal Family,GBP,FAST FOOD RESTAURANTS,6/24/2023,25.46,shopping
transactions,5a73582adf954cf6b3db6cc97tedggd9,Frugal Family,GBP,FAST FOOD RESTAURANTS,6/26/2023,26.6,shopping
transactions,5a73582adf954cf6b3db6cc97tedggd9,Frugal Family,GBP,FAST FOOD RESTAURANTS,7/1/2023,27.31,shopping
transactions,5a73582adf954cf6b3db6cc97tedggd9,Frugal Family,GBP,FAST FOOD RESTAURANTS,7/9/2023,32.97,shopping
transactions,5a73582adf954cf6b3db6cc97tedggd9,Frugal Family,GBP,FAST FOOD RESTAURANTS,7/18/2023,12.4,shopping
transactions,5a73582adf954cf6b3db6cc97tedggd9,Frugal Family,GBP,FAST FOOD RESTAURANTS,7/18/2023,1.84,shopping
transactions,5a73582adf954cf6b3db6cc97tedggd9,Frugal Family,GBP,FAST FOOD RESTAURANTS,7/23/2023,29.09,shopping
transactions,5a73582adf954cf6b3db6cc97yedood7,Sensible Spenders,GBP,FAST FOOD RESTAURANTS,5/17/2023,10.65,shopping
transactions,5a73582adf954cf6b3db6cc97yedood7,Sensible Spenders,GBP,FAST FOOD RESTAURANTS,5/25/2023,19.96,shopping
transactions,5a73582adf954cf6b3db6cc97yedood7,Sensible Spenders,GBP,FAST FOOD RESTAURANTS,6/17/2023,18.57,shopping
transactions,5a73582adf954cf6b3db6cc97yedood7,Sensible Spenders,GBP,FAST FOOD RESTAURANTS,6/18/2023,44.96,shopping
transactions,5a73582adf954cf6b3db6cc97yedood7,Sensible Spenders,GBP,FAST FOOD RESTAURANTS,6/26/2023,28.39,shopping
transactions,6r88582adf954cf6b3db6cc97bedccd9,Urban Spenders,GBP,FAST FOOD RESTAURANTS,5/3/2023,2.5,shopping
transactions,6r88582adf954cf6b3db6cc97bedccd9,Urban Spenders,GBP,FAST FOOD RESTAURANTS,5/26/2023,76.38,shopping
transactions,6r88582adf954cf6b3db6cc97bedccd9,Urban Spenders,GBP,FAST FOOD RESTAURANTS,5/26/2023,76.38,shopping
transactions,6r88582adf954cf6b3db6cc97bedccd9,Urban Spenders,GBP,FAST FOOD RESTAURANTS,6/19/2023,5.78,shopping
transactions,6r88582adf954cf6b3db6cc97bedccd9,Urban Spenders,GBP,FAST FOOD RESTAURANTS,6/19/2023,5.78,shopping
transactions,6r88582adf954cf6b3db6cc97bedccd9,Urban Spenders,GBP,FAST FOOD RESTAURANTS,6/25/2023,25.77,shopping
transactions,6r88582adf954cf6b3db6cc97bedccd9,Urban Spenders,GBP,FAST FOOD RESTAURANTS,6/25/2023,25.77,shopping
transactions,6r88582adf954cf6b3db6cc97bedccd9,Urban Spenders,GBP,FAST FOOD RESTAURANTS,6/30/2023,13.94,shopping
transactions,6r88582adf954cf6b3db6cc97bedccd9,Urban Spenders,GBP,FAST FOOD RESTAURANTS,6/30/2023,3.8,shopping
transactions,6r88582adf954cf6b3db6cc97bedccd9,Urban Spenders,GBP,FAST FOOD RESTAURANTS,6/30/2023,3.8,shopping
transactions,6r88582adf954cf6b3db6cc97bedccd9,Urban Spenders,GBP,FAST FOOD RESTAURANTS,6/30/2023,13.94,shopping
transactions,6r88582adf954cf6b3db6cc97bedccd9,Urban Spenders,GBP,FAST FOOD RESTAURANTS,7/6/2023,8.28,shopping
transactions,6r88582adf954cf6b3db6cc97bedccd9,Urban Spenders,GBP,FAST FOOD RESTAURANTS,7/6/2023,8.28,shopping
transactions,6r88582adf954cf6b3db6cc97bedccd9,Urban Spenders,GBP,FAST FOOD RESTAURANTS,7/6/2023,27.39,shopping
transactions,6r88582adf954cf6b3db6cc97bedccd9,Urban Spenders,GBP,FAST FOOD RESTAURANTS,7/9/2023,7.07,shopping
transactions,6r88582adf954cf6b3db6cc97bedccd9,Urban Spenders,GBP,FAST FOOD RESTAURANTS,7/9/2023,7.07,shopping
transactions,6r88582adf954cf6b3db6cc97bedccd9,Urban Spenders,GBP,FAST FOOD RESTAURANTS,7/18/2023,24.54,shopping
transactions,6r88582adf954cf6b3db6cc97bedccd9,Urban Spenders,GBP,FAST FOOD RESTAURANTS,7/21/2023,6.5,shopping
transactions,6r88582adf954cf6b3db6cc97bedccd9,Urban Spenders,GBP,FAST FOOD RESTAURANTS,7/31/2023,22.94,shopping
transactions,94177e7a3daa4ef18746b355980ebd5f,Family,GBP,FLORISTS,5/6/2023,36.7,shopping
transactions,94177e7a3daa4ef18746b355980ebd5f,Family,GBP,FLORISTS,5/6/2023,36.7,shopping
transactions,94177e7a3daa4ef18746b355980ebd5f,Family,GBP,FLORISTS,6/3/2023,36.4,shopping
transactions,94177e7a3daa4ef18746b355980ebd5f,Family,GBP,FLORISTS,6/3/2023,36.4,shopping
transactions,5a73582adf954cf6b3db6cc97yedood7,Sensible Spenders,GBP,FREEZER/MEAT LOCKERS,6/17/2023,14.88,shopping
transactions,5a73582adf954cf6b3db6cc97yedood7,Sensible Spenders,GBP,FREEZER/MEAT LOCKERS,6/17/2023,14.88,shopping
transactions,5a73582adf954cf6b3db6cc97yedood7,Sensible Spenders,GBP,FREEZER/MEAT LOCKERS,6/28/2023,36.89,shopping
transactions,5a73582adf954cf6b3db6cc97yedood7,Sensible Spenders,GBP,FREEZER/MEAT LOCKERS,6/28/2023,36.89,shopping
transactions,5a73582adf954cf6b3db6cc97bedccd9,Affluent Segment,GBP,"GIFT, CARD, NOVELTY STORES",5/3/2023,29.67,shopping
transactions,5a73582adf954cf6b3db6cc97bedccd9,Affluent Segment,GBP,"GIFT, CARD, NOVELTY STORES",5/8/2023,37.95,shopping
transactions,5a73582adf954cf6b3db6cc97bedccd9,Affluent Segment,GBP,"GIFT, CARD, NOVELTY STORES",5/8/2023,37.95,shopping
transactions,5a73582adf954cf6b3db6cc97bedccd9,Affluent Segment,GBP,"GIFT, CARD, NOVELTY STORES",6/4/2023,3.23,shopping
transactions,5a73582adf954cf6b3db6cc97bedccd9,Affluent Segment,GBP,"GIFT, CARD, NOVELTY STORES",7/6/2023,14.01,shopping
transactions,5a73582adf954cf6b3db6cc97bedccd9,Affluent Segment,GBP,"GIFT, CARD, NOVELTY STORES",7/21/2023,26.57,shopping
transactions,5a73582adf954cf6b3db6cc97bedccd9,Affluent Segment,GBP,"GIFT, CARD, NOVELTY STORES",7/22/2023,10.76,shopping
transactions,5a73582adf954cf6b3db6cc97bedccd9,Affluent Segment,GBP,"GIFT, CARD, NOVELTY STORES",7/22/2023,25.99,shopping
transactions,5a73582adf954cf6b3db6cc97tedggd9,Frugal Family,GBP,"GIFT, CARD, NOVELTY STORES",5/16/2023,9.38,shopping
transactions,6r88582adf954cf6b3db6cc97bedccd9,Urban Spenders,GBP,"GIFT, CARD, NOVELTY STORES",6/30/2023,8.23,shopping
transactions,6r88582adf954cf6b3db6cc97bedccd9,Urban Spenders,GBP,"GIFT, CARD, NOVELTY STORES",7/16/2023,13.15,shopping
transactions,6r88582adf954cf6b3db6cc97bedccd9,Urban Spenders,GBP,"GIFT, CARD, NOVELTY STORES",7/16/2023,13.15,shopping
transactions,5a73582adf954cf6b3db6cc97bedccd9,Affluent Segment,GBP,GOV'T SERV - DEFAULT,5/31/2023,3.92,shopping
transactions,5a73582adf954cf6b3db6cc97tedggd9,Frugal Family,GBP,GOV'T SERV - DEFAULT,6/13/2023,11.66,shopping
transactions,5a73582adf954cf6b3db6cc97tedggd9,Frugal Family,GBP,GOV'T SERV - DEFAULT,6/25/2023,38.27,shopping
transactions,5a73582adf954cf6b3db6cc97bedccd9,Affluent Segment,GBP,GROCERY STORES/SUPERMARKETS,5/3/2023,4.57,shopping
transactions,5a73582adf954cf6b3db6cc97bedccd9,Affluent Segment,GBP,GROCERY STORES/SUPERMARKETS,5/3/2023,22.06,shopping
transactions,5a73582adf954cf6b3db6cc97bedccd9,Affluent Segment,GBP,GROCERY STORES/SUPERMARKETS,5/3/2023,7.1,shopping
transactions,5a73582adf954cf6b3db6cc97bedccd9,Affluent Segment,GBP,GROCERY STORES/SUPERMARKETS,5/3/2023,40.79,shopping
transactions,5a73582adf954cf6b3db6cc97bedccd9,Affluent Segment,GBP,GROCERY STORES/SUPERMARKETS,5/5/2023,21.73,shopping
transactions,5a73582adf954cf6b3db6cc97bedccd9,Affluent Segment,GBP,GROCERY STORES/SUPERMARKETS,5/9/2023,12.8,shopping
transactions,5a73582adf954cf6b3db6cc97bedccd9,Affluent Segment,GBP,GROCERY STORES/SUPERMARKETS,5/9/2023,18.56,shopping
transactions,5a73582adf954cf6b3db6cc97bedccd9,Affluent Segment,GBP,GROCERY STORES/SUPERMARKETS,5/9/2023,19.01,shopping
transactions,5a73582adf954cf6b3db6cc97bedccd9,Affluent Segment,GBP,GROCERY STORES/SUPERMARKETS,5/13/2023,80.65,shopping
transactions,5a73582adf954cf6b3db6cc97bedccd9,Affluent Segment,GBP,GROCERY STORES/SUPERMARKETS,5/17/2023,38.63,shopping
transactions,5a73582adf954cf6b3db6cc97bedccd9,Affluent Segment,GBP,GROCERY STORES/SUPERMARKETS,5/18/2023,17.02,shopping
transactions,5a73582adf954cf6b3db6cc97bedccd9,Affluent Segment,GBP,GROCERY STORES/SUPERMARKETS,5/18/2023,96.84,shopping
transactions,5a73582adf954cf6b3db6cc97bedccd9,Affluent Segment,GBP,GROCERY STORES/SUPERMARKETS,5/20/2023,12.02,shopping
transactions,5a73582adf954cf6b3db6cc97bedccd9,Affluent Segment,GBP,GROCERY STORES/SUPERMARKETS,5/26/2023,4.96,shopping
transactions,5a73582adf954cf6b3db6cc97bedccd9,Affluent Segment,GBP,GROCERY STORES/SUPERMARKETS,5/28/2023,46.21,shopping
transactions,5a73582adf954cf6b3db6cc97bedccd9,Affluent Segment,GBP,GROCERY STORES/SUPERMARKETS,5/30/2023,45.62,shopping
transactions,5a73582adf954cf6b3db6cc97bedccd9,Affluent Segment,GBP,GROCERY STORES/SUPERMARKETS,6/4/2023,36.89,shopping
transactions,5a73582adf954cf6b3db6cc97bedccd9,Affluent Segment,GBP,GROCERY STORES/SUPERMARKETS,6/4/2023,5.08,shopping
transactions,5a73582adf954cf6b3db6cc97bedccd9,Affluent Segment,GBP,GROCERY STORES/SUPERMARKETS,6/7/2023,94.73,shopping
transactions,5a73582adf954cf6b3db6cc97bedccd9,Affluent Segment,GBP,GROCERY STORES/SUPERMARKETS,6/9/2023,12.88,shopping
transactions,5a73582adf954cf6b3db6cc97bedccd9,Affluent Segment,GBP,GROCERY STORES/SUPERMARKETS,6/10/2023,11.4,shopping
transactions,5a73582adf954cf6b3db6cc97bedccd9,Affluent Segment,GBP,GROCERY STORES/SUPERMARKETS,6/12/2023,170.42,shopping
transactions,5a73582adf954cf6b3db6cc97bedccd9,Affluent Segment,GBP,GROCERY STORES/SUPERMARKETS,6/15/2023,4.7,shopping
transactions,5a73582adf954cf6b3db6cc97bedccd9,Affluent Segment,GBP,GROCERY STORES/SUPERMARKETS,6/18/2023,42.78,shopping
transactions,5a73582adf954cf6b3db6cc97bedccd9,Affluent Segment,GBP,GROCERY STORES/SUPERMARKETS,6/21/2023,8.97,shopping
transactions,5a73582adf954cf6b3db6cc97bedccd9,Affluent Segment,GBP,GROCERY STORES/SUPERMARKETS,6/21/2023,73.73,shopping
transactions,5a73582adf954cf6b3db6cc97bedccd9,Affluent Segment,GBP,GROCERY STORES/SUPERMARKETS,6/22/2023,44.5,shopping
transactions,5a73582adf954cf6b3db6cc97bedccd9,Affluent Segment,GBP,GROCERY STORES/SUPERMARKETS,6/22/2023,74.33,shopping
transactions,5a73582adf954cf6b3db6cc97bedccd9,Affluent Segment,GBP,GROCERY STORES/SUPERMARKETS,6/26/2023,38.16,shopping
transactions,5a73582adf954cf6b3db6cc97bedccd9,Affluent Segment,GBP,GROCERY STORES/SUPERMARKETS,6/30/2023,11.17,shopping
transactions,5a73582adf954cf6b3db6cc97bedccd9,Affluent Segment,GBP,GROCERY STORES/SUPERMARKETS,6/30/2023,5.07,shopping
transactions,5a73582adf954cf6b3db6cc97bedccd9,Affluent Segment,GBP,GROCERY STORES/SUPERMARKETS,6/30/2023,8.23,shopping
transactions,5a73582adf954cf6b3db6cc97bedccd9,Affluent Segment,GBP,GROCERY STORES/SUPERMARKETS,7/3/2023,81.92,shopping
transactions,5a73582adf954cf6b3db6cc97bedccd9,Affluent Segment,GBP,GROCERY STORES/SUPERMARKETS,7/3/2023,26.8,shopping
transactions,5a73582adf954cf6b3db6cc97bedccd9,Affluent Segment,GBP,GROCERY STORES/SUPERMARKETS,7/4/2023,10.75,shopping
transactions,5a73582adf954cf6b3db6cc97bedccd9,Affluent Segment,GBP,GROCERY STORES/SUPERMARKETS,7/6/2023,13.63,shopping
transactions,5a73582adf954cf6b3db6cc97bedccd9,Affluent Segment,GBP,GROCERY STORES/SUPERMARKETS,7/6/2023,45.21,shopping
transactions,5a73582adf954cf6b3db6cc97bedccd9,Affluent Segment,GBP,GROCERY STORES/SUPERMARKETS,7/9/2023,15.24,shopping
transactions,5a73582adf954cf6b3db6cc97bedccd9,Affluent Segment,GBP,GROCERY STORES/SUPERMARKETS,7/9/2023,14.78,shopping
transactions,5a73582adf954cf6b3db6cc97bedccd9,Affluent Segment,GBP,GROCERY STORES/SUPERMARKETS,7/11/2023,10.88,shopping
transactions,5a73582adf954cf6b3db6cc97bedccd9,Affluent Segment,GBP,GROCERY STORES/SUPERMARKETS,7/12/2023,61.42,shopping
transactions,5a73582adf954cf6b3db6cc97bedccd9,Affluent Segment,GBP,GROCERY STORES/SUPERMARKETS,7/13/2023,14.95,shopping
transactions,5a73582adf954cf6b3db6cc97bedccd9,Affluent Segment,GBP,GROCERY STORES/SUPERMARKETS,7/14/2023,18.53,shopping
transactions,5a73582adf954cf6b3db6cc97bedccd9,Affluent Segment,GBP,GROCERY STORES/SUPERMARKETS,7/14/2023,8.02,shopping
transactions,5a73582adf954cf6b3db6cc97bedccd9,Affluent Segment,GBP,GROCERY STORES/SUPERMARKETS,7/18/2023,16.34,shopping
transactions,5a73582adf954cf6b3db6cc97bedccd9,Affluent Segment,GBP,GROCERY STORES/SUPERMARKETS,7/21/2023,72.36,shopping
transactions,5a73582adf954cf6b3db6cc97bedccd9,Affluent Segment,GBP,GROCERY STORES/SUPERMARKETS,7/22/2023,39.44,shopping
